,County_slash_Sub_County,lighting_Conventional_Households,lighting_Mains_Electricity,lighting_Paraffin_Pressure_lamp,lighting_Paraffin_Lantern,lighting_Paraffin_Tin_Lamp,lighting_Gas_Lamp,lighting_Wood,lighting_Solar_and_Solar_Torch_and_Battery_Torch,lighting_Solar,lighting_Torch_slash_Spotlight_Solar_Charged,lighting_Torch_slash_Spotlight_Dry_cells,lighting_Candle,lighting_Battery_Car_Slash_Charged,lighting_Generator_Diesel_slash_Petrol),lighting_Biogas,lighting_Not_Stated,drinking_water_Conventional_Households,drinking_water_Pond,drinking_water_Dam_slash_Lake,drinking_water_Stream_slash_River,drinking_water_Protected_Spring,drinking_water_Unprotected_Spring,drinking_water_Protected_Well,unprotected_well_borehole_piped_dwelling,drinking_water_Unprotected_Well,drinking_water_Borehole_slash_Tube_well,drinking_water_Piped_into_dwelling,drinking_water_Piped_to_yard_slash_plot,drinking_water_Bottled_water,drinking_water_Rain_slash_Harvested_water,drinking_water_Water_Vendor,drinking_water_Public_tap_slash_Standpipe,drinking_water_Not_Stated,internet_population_above3_Total_Male_Female,internet_population_above3_Total,internet_population_above3_Male,internet_population_above3_Female,Use_of_Internet_Total,Use_of_Internet_pct,Use_of_Internet_Male_pct,Use_of_Internet_Male,Use_of_Internet_pct.1,Use_of_Internet_Female,Use_of_Internet_pct.2,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Total,pct_male_pct_female_pct,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Total_pct,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Male,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Male_pct,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Female,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Female_pct,mo_phone_population_above_3_Total_Male_Female,mo_phone_population_above_3_Total,mo_phone_population_above_3_Male,mo_phone_population_above_3_Female,mobile_phone_Total,mobile_phone_Total_pct,mobile_phone_Male_and_pct,mobile_phone_Male,mobile_phone_Male_pct,mobile_phone_Female,mobile_phone_Female_pct
794,BOMET CENTRAL,"38,095",29.7,0.1,7.1,3.1,0,0.4,27.1 26.8 2.6,27.1,26.8,2.6,1,1.9,0,-,0,"38,095",2.2,2,49.9,6.4,5.4,3.1,0.6 2.4 2.9,0.6,2.4,2.9,6.8,0.6,11.2,3.1,3.4,0,"161,505 80,564 80,937","161,505","80,564","80,937","32,446",20.1,"19,503 24.2","19,503",24.2,"12,942",16.0,"13,135","8.1 7,567 9.4 5,567",8.1,"7,567",9.4,"5,567",6.9,"161,505 80,564 80,937","161,505","80,564","80,937","69,817",43.2,"35,860 44.5","35,860",44.5,"33,955",42.0
795,KAKAMEGA,"432,284",25.1,0.3,8.8,20.5,0.1,0.4,36.7 6.2 0.3,36.7,6.2,0.3,0.8,0.6,0,0,0,"432,284",0.9,0.3,18.3,34.6,5.1,16.1,2.0 10.1 3.1,2.0,10.1,3.1,3.7,0.2,0.7,1,3.8,0,"1,732,145 828,945 903,166","1,732,145","828,945","903,166","250,964",14.5,"139,101 16.8","139,101",16.8,"111,859",12.4,"109,715","6.3 61,397 7.4 48,318",6.3,"61,397",7.4,"48,318",5.3,"1,732,145 828,945 903,166","1,732,145","828,945","903,166","708,904",40.9,"334,786 40.4","334,786",40.4,"374,106",41.4
796,BUTERE,"36,243",17.3,0.2,9.8,24.2,0.1,0.3,41.1 5.8 0.2,41.1,5.8,0.2,0.5,0.5,0,-,0,"36,243",0.5,0.2,20.1,46.6,4.7,12.1,0.7 7.8 1.7,0.7,7.8,1.7,2.3,0.1,0.3,0.5,2.5,0,"143,388 68,366 75,019","143,388","68,366","75,019","17,915",12.5,"10,077 14.7","10,077",14.7,"7,838",10.4,"7,238","5.0 4,174 6.1 3,064",5.0,"4,174",6.1,"3,064",4.1,"143,388 68,366 75,019","143,388","68,366","75,019","57,206",39.9,"26,531 38.8","26,531",38.8,"30,674",40.9
797,KAKAMEGA CENTRAL,"51,956",61.2,0.2,5.6,12.3,0.1,0.2,15.7 2.2 0.3,15.7,2.2,0.3,1.7,0.3,0,0,0,"51,956",1,0.4,20,17.5,3.5,8.5,0.5 8.2 10.9,0.5,8.2,10.9,12.5,0.7,1.8,3.1,11.3,0,"173,048 84,569 88,477","173,048","84,569","88,477","52,016",30.1,"27,947 33.0","27,947",33.0,"24,068",27.2,"28,835","16.7 15,689 18.6 13,146",16.7,"15,689",18.6,"13,146",14.9,"173,048 84,569 88,477","173,048","84,569","88,477","92,062",53.2,"45,545 53.9","45,545",53.9,"46,516",52.6
798,KAKAMEGA EAST,"39,589",26.4,0.3,9.8,23.3,0.1,0.2,32.3 6.1 0.3,32.3,6.1,0.3,0.7,0.4,0,0,0.1,"39,589",0.8,0.3,44.9,21.9,3.8,4.7,1.0 3.0 4.8,1.0,3.0,4.8,8.8,0.1,0.7,0.6,4.5,0.1,"155,365 74,398 80,963","155,365","74,398","80,963","20,737",13.3,"11,428 15.4","11,428",15.4,"9,308",11.5,"8,934","5.8 4,945 6.6 3,989",5.8,"4,945",6.6,"3,989",4.9,"155,365 74,398 80,963","155,365","74,398","80,963","65,785",42.3,"30,431 40.9","30,431",40.9,"35,351",43.7
799,KAKAMEGA NORTH,"50,952",14.2,0.4,8.4,18.2,0.1,0.5,42.9 12.6 0.5,42.9,12.6,0.5,0.8,1.2,0,0,0,"50,952",1.8,0.2,14.9,33.4,9.6,20.8,3.8 11.6 0.7,3.8,11.6,0.7,0.8,0.1,0.4,0.2,1.6,0,"221,048 106,855 114,188","221,048","106,855","114,188","27,593",12.5,"15,809 14.8","15,809",14.8,"11,784",10.3,"10,621","4.8 6,015 5.6 4,606",4.8,"6,015",5.6,"4,606",4.0,"221,048 106,855 114,188","221,048","106,855","114,188","87,449",39.6,"42,499 39.8","42,499",39.8,"44,950",39.4
800,KAKAMEGA SOUTH,"26,940",27.6,0.6,8.6,30.7,0.1,0.1,28.0 3.3 0.3,28.0,3.3,0.3,0.3,0.2,0,-,0,"26,940",0.5,0.3,39.5,34.5,5.8,6.1,1.2 4.0 2.1,1.2,4.0,2.1,3.5,0.1,1.2,0.2,1.1,0,"104,341 49,548 54,793","104,341","49,548","54,793","13,893",13.3,"7,528 15.2","7,528",15.2,"6,365",11.6,"5,254","5.0 2,889 5.8 2,365",5.0,"2,889",5.8,"2,365",4.3,"104,341 49,548 54,793","104,341","49,548","54,793","44,340",42.5,"20,085 40.5","20,085",40.5,"24,255",44.3
801,KHWISERO,"27,681",17,0.2,8.9,24.8,0.1,0.2,43.8 3.9 0.2,43.8,3.9,0.2,0.3,0.4,0,-,0,"27,681",0.1,0.5,22,59.5,3.5,4.4,0.6 2.3 1.4,0.6,2.3,1.4,2,0.1,1,0.9,1.8,0,"106,001 49,957 56,041","106,001","49,957","56,041","12,490",11.8,"6,916 13.8","6,916",13.8,"5,574",9.9,"5,765","5.4 3,292 6.6 2,473",5.4,"3,292",6.6,"2,473",4.4,"106,001 49,957 56,041","106,001","49,957","56,041","43,719",41.2,"19,481 39.0","19,481",39.0,"24,237",43.2
802,LIKUYANI,"34,776",32.9,0.7,10,12.5,0.1,0.7,35.2 5.6 0.3,35.2,5.6,0.3,1.2,0.7,0,0,0,"34,776",1.7,0.2,3.5,10.2,1.8,51.4,3.9 23.7 0.6,3.9,23.7,0.6,0.5,0.2,0.8,0.5,0.9,0,"141,338 68,337 72,998","141,338","68,337","72,998","22,255",15.7,"12,118 17.7","12,118",17.7,"10,137",13.9,"8,537","6.0 4,707 6.9 3,830",6.0,"4,707",6.9,"3,830",5.2,"141,338 68,337 72,998","141,338","68,337","72,998","60,025",42.5,"28,184 41.2","28,184",41.2,"31,841",43.6
803,LUGARI,"27,817",22.9,0.4,9.3,16,0,0.6,42.8 6.1 0.4,42.8,6.1,0.4,0.5,0.8,0,-,0,"27,817",0.7,0.2,14.5,21.7,2.9,25.8,3.5 23.1 1.2,3.5,23.1,1.2,2.3,0.1,1.6,0.7,1.8,0,"114,040 54,848 59,192","114,040","54,848","59,192","16,347",14.3,"9,107 16.6","9,107",16.6,"7,240",12.2,"6,691","5.9 3,715 6.8 2,976",5.9,"3,715",6.8,"2,976",5.0,"114,040 54,848 59,192","114,040","54,848","59,192","48,533",42.6,"22,774 41.5","22,774",41.5,"25,759",43.5
804,MATETE,"13,956",12.6,0.2,12.1,21,0.2,0.6,41.5 9.9 0.4,41.5,9.9,0.4,0.4,1.1,0,-,-,"13,956",0.9,0.2,6.4,39.9,7.5,18.8,4.7 7.1 2.8,4.7,7.1,2.8,2.8,0.1,0.4,1.6,6.9,-,"61,383 29,404 31,979","61,383","29,404","31,979","7,382",12.0,"4,000 13.6","4,000",13.6,"3,382",10.6,"3,165","5.2 1,748 5.9 1,417",5.2,"1,748",5.9,"1,417",4.4,"61,383 29,404 31,979","61,383","29,404","31,979","22,543",36.7,"10,695 36.4","10,695",36.4,"11,848",37.0
805,MATUNGU,"36,414",11.6,0.3,10.3,23.3,0.2,0.7,45.3 6.9 0.3,45.3,6.9,0.3,0.7,0.5,0,0,0,"36,414",0.5,0.2,10.5,47.2,4.8,18.1,2.3 12.5 0.6,2.3,12.5,0.6,0.8,0.1,0.1,0.6,1.8,0,"154,460 72,733 81,724","154,460","72,733","81,724","15,479",10.0,"8,804 12.1","8,804",12.1,"6,674",8.2,"5,764","3.7 3,387 4.7 2,377",3.7,"3,387",4.7,"2,377",2.9,"154,460 72,733 81,724","154,460","72,733","81,724","52,927",34.3,"25,003 34.4","25,003",34.4,"27,923",34.2
806,MUMIAS EAST,"25,995",18.6,0.3,8,23.3,0.4,0.7,41.4 5.3 0.3,41.4,5.3,0.3,1.1,0.6,0,0,0,"25,995",1.1,0.4,13.7,54.9,4.8,11.4,1.0 9.0 0.5,1.0,9.0,0.5,0.4,0.2,0.1,1,1.7,0,"108,468 51,751 56,714","108,468","51,751","56,714","14,066",13.0,"8,059 15.6","8,059",15.6,"6,007",10.6,"5,844","5.4 3,446 6.7 2,398",5.4,"3,446",6.7,"2,398",4.2,"108,468 51,751 56,714","108,468","51,751","56,714","41,226",38.0,"19,660 38.0","19,660",38.0,"21,565",38.0
807,MUMIAS WEST,"27,650",29.5,0.4,8.1,20.1,0.2,0.2,35.0 4.5 0.3,35.0,4.5,0.3,1.1,0.6,0,-,0,"27,650",0.8,0.1,9.9,37.5,3,14.7,1.0 7.8 7.6,1.0,7.8,7.6,4.9,0.2,0.2,3.2,9.1,0,"106,473 50,529 55,943","106,473","50,529","55,943","16,207",15.2,"8,912 17.6","8,912",17.6,"7,295",13.0,"7,192","6.8 4,014 7.9 3,178",6.8,"4,014",7.9,"3,178",5.7,"106,473 50,529 55,943","106,473","50,529","55,943","43,070",40.5,"20,175 39.9","20,175",39.9,"22,894",40.9
808,NAVAKHOLO,"32,315",11,0.3,8.7,25,0.1,0.5,44.0 8.7 0.5,44.0,8.7,0.5,0.6,0.6,0,0,0,"32,315",0.6,0.4,10.2,47.3,10.5,13.4,3.0 9.0 1.0,3.0,9.0,1.0,1.4,0,0.2,0.2,2.7,0,"142,792 67,650 75,135","142,792","67,650","75,135","14,584",10.2,"8,396 12.4","8,396",12.4,"6,187",8.2,"5,875","4.1 3,376 5.0 2,499",4.1,"3,376",5.0,"2,499",3.3,"142,792 67,650 75,135","142,792","67,650","75,135","50,019",35.0,"23,723 35.1","23,723",35.1,"26,293",35.0
809,VIHIGA,"143,288",38.4,0.3,8.7,28.2,0,0.2,20.0 3.2 0.3,20.0,3.2,0.3,0.5,0.2,0,0,0,"143,288",0.6,0.3,24.8,53.1,4.4,3.6,0.7 2.1 1.5,0.7,2.1,1.5,2.8,0.3,3.3,1,1.6,0,"550,070 263,949 286,112","550,070","263,949","286,112","77,622",14.1,"41,756 15.8","41,756",15.8,"35,864",12.5,"36,123","6.6 19,879 7.5 16,243",6.6,"19,879",7.5,"16,243",5.7,"550,070 263,949 286,112","550,070","263,949","286,112","237,122",43.1,"107,137 40.6","107,137",40.6,"129,981",45.4
810,EMUHAYA,"23,803",25.4,0.2,9.5,34.2,0,0.2,26.5 3.4 0.2,26.5,3.4,0.2,0.2,0.2,-,-,0,"23,803",0.1,0,26.1,58.5,4.7,2.9,0.2 2.3 0.5,0.2,2.3,0.5,0.8,0.1,1.8,1.4,0.6,0,"90,814 43,383 47,430","90,814","43,383","47,430","10,609",11.7,"5,741 13.2","5,741",13.2,"4,867",10.3,"4,935","5.4 2,731 6.3 2,204",5.4,"2,731",6.3,"2,204",4.6,"90,814 43,383 47,430","90,814","43,383","47,430","37,743",41.6,"16,835 38.8","16,835",38.8,"20,907",44.1
811,VIHIGA SUBCOUNTY,"23,359",40.2,0.5,9.2,27,0,0.1,18.9 3.0 0.2,18.9,3.0,0.2,0.6,0.1,0,0,0,"23,359",0.2,0.2,23.9,55.6,3.5,4,0.6 1.0 1.6,0.6,1.0,1.6,2.9,0.5,3.2,0.6,2.3,0,"88,664 42,455 46,207","88,664","42,455","46,207","14,412",16.3,"7,716 18.2","7,716",18.2,"6,695",14.5,"7,174","8.1 3,870 9.1 3,303",8.1,"3,870",9.1,"3,303",7.1,"88,664 42,455 46,207","88,664","42,455","46,207","39,796",44.9,"17,984 42.4","17,984",42.4,"21,811",47.2
812,SABATIA,"31,391",48.8,0.3,8.9,22.6,0,0.1,15.4 3.0 0.3,15.4,3.0,0.3,0.4,0.1,0,0,0,"31,391",0,0.2,15.4,66.6,1.4,3.7,0.2 1.0 1.8,0.2,1.0,1.8,4.7,0.3,3.2,0.5,1,0,"122,708 58,591 64,116","122,708","58,591","64,116","18,891",15.4,"10,084 17.2","10,084",17.2,"8,807",13.7,"8,140","6.6 4,450 7.6 3,690",6.6,"4,450",7.6,"3,690",5.8,"122,708 58,591 64,116","122,708","58,591","64,116","54,759",44.6,"24,706 42.2","24,706",42.2,"30,053",46.9
813,LUANDA,"26,766",36.4,0.2,7,33.6,0,0.2,19.8 1.9 0.2,19.8,1.9,0.2,0.4,0.2,0,-,0,"26,766",0.1,0,21.9,58.1,3.3,3.1,0.5 2.9 1.5,0.5,2.9,1.5,2.4,0.3,2.6,2,1.2,0,"98,821 47,692 51,127","98,821","47,692","51,127","14,055",14.2,"7,577 15.9","7,577",15.9,"6,478",12.7,"7,082","7.2 3,940 8.3 3,142",7.2,"3,940",8.3,"3,142",6.1,"98,821 47,692 51,127","98,821","47,692","51,127","42,679",43.2,"19,496 40.9","19,496",40.9,"23,181",45.3
814,HAMISI,"37,965",38.4,0.2,9.1,25.8,0.1,0.4,20.5 4.4 0.4,20.5,4.4,0.4,0.5,0.2,-,-,0,"37,965",1.8,0.7,34.3,33.7,8.2,3.8,1.6 2.9 1.8,1.6,2.9,1.8,2.7,0.2,5,0.7,2.4,0,"149,047 71,816 77,228","149,047","71,816","77,228","19,653",13.2,"10,637 14.8","10,637",14.8,"9,016",11.7,"8,790","5.9 4,887 6.8 3,903",5.9,"4,887",6.8,"3,903",5.1,"149,047 71,816 77,228","149,047","71,816","77,228","62,129",41.7,"28,104 39.1","28,104",39.1,"34,025",44.1
815,KAKAMEGA FOREST,4,-,-,50,-,-,-,- 25.0 -,-,25.0,-,25,-,-,-,-,4,-,-,100,-,-,-,- - -,-,-,-,-,-,-,-,-,-,16 12 4,16,12,4,2,12.5,1 8.3,1,8.3,1,25.0,2,12.5 1 8.3 1,12.5,1,8.3,1,25.0,16 12 4,16,12,4,16,100.0,12 100.0,12,100.0,4,100.0
816,BUNGOMA,"357,714",21.6,0.4,11.4,18.5,0.2,0.9,36.4 8.2 0.6,36.4,8.2,0.6,1.1,0.7,0,0,0,"357,714",0.8,0.2,9.2,38.3,4.8,15.7,2.7 11.6 3.7,2.7,11.6,3.7,4.8,0.2,0.5,1.7,5.7,0,"1,538,767 745,883 792,851","1,538,767","745,883","792,851","212,520",13.8,"119,213 16.0","119,213",16.0,"93,303",11.8,"93,169","6.1 52,712 7.1 40,456",6.1,"52,712",7.1,"40,456",5.1,"1,538,767 745,883 792,851","1,538,767","745,883","792,851","566,662",36.8,"279,377 37.5","279,377",37.5,"287,279",36.2
817,BUMULA,"44,922",9.7,0.5,14.3,22.8,0.3,0.5,43.0 7.5 0.5,43.0,7.5,0.5,0.4,0.5,0,0,0,"44,922",1.9,0.2,2,28.2,6.2,26.9,6.4 25.1 0.4,6.4,25.1,0.4,0.5,0.1,0.2,0.3,1.6,0,"199,499 95,312 104,186","199,499","95,312","104,186","19,349",9.7,"11,097 11.6","11,097",11.6,"8,252",7.9,"7,352","3.7 4,332 4.5 3,020",3.7,"4,332",4.5,"3,020",2.9,"199,499 95,312 104,186","199,499","95,312","104,186","66,127",33.1,"32,213 33.8","32,213",33.8,"33,914",32.6
818,BUNGOMA CENTRAL,"37,535",17.2,0.6,12.9,18.6,0.1,0.5,38.8 8.8 0.6,38.8,8.8,0.6,1.2,0.8,0,0,0,"37,535",0.6,0.5,5.8,43.8,3.6,15.5,2.2 11.2 2.2,2.2,11.2,2.2,3.8,0.1,0.4,3.4,6.9,0,"163,799 79,315 84,477","163,799","79,315","84,477","21,310",13.0,"12,282 15.5","12,282",15.5,"9,026",10.7,"9,217","5.6 5,342 6.7 3,875",5.6,"5,342",6.7,"3,875",4.6,"163,799 79,315 84,477","163,799","79,315","84,477","60,206",36.8,"29,858 37.6","29,858",37.6,"30,346",35.9
819,BUNGOMA EAST,"24,798",26,0.3,8.9,14.8,0.1,1,40.2 6.6 0.5,40.2,6.6,0.5,0.7,0.8,0,0.1,0,"24,798",0.8,0.1,7,58.3,4.7,7.4,1.2 3.9 3.9,1.2,3.9,3.9,5,0.1,0.5,1.8,5.3,0,"106,122 51,497 54,623","106,122","51,497","54,623","17,213",16.2,"9,468 18.4","9,468",18.4,"7,745",14.2,"7,633","7.2 4,146 8.1 3,487",7.2,"4,146",8.1,"3,487",6.4,"106,122 51,497 54,623","106,122","51,497","54,623","41,818",39.4,"20,200 39.2","20,200",39.2,"21,618",39.6
820,BUNGOMA NORTH,"24,940",16,0.7,8.9,14.7,0.1,0.3,43.8 13.1 0.6,43.8,13.1,0.6,0.6,1.2,0,0,0,"24,940",0.4,0.1,3.4,63,3.7,16.7,1.7 5.7 0.7,1.7,5.7,0.7,1.3,0.1,0.5,0.6,2.2,0,"111,891 54,098 57,792","111,891","54,098","57,792","14,858",13.3,"8,346 15.4","8,346",15.4,"6,512",11.3,"6,662","6.0 3,790 7.0 2,872",6.0,"3,790",7.0,"2,872",5.0,"111,891 54,098 57,792","111,891","54,098","57,792","42,855",38.3,"20,312 37.5","20,312",37.5,"22,543",39.0
821,BUNGOMA SOUTH,"69,088",43.7,0.4,10.1,14.8,0.2,0.4,23.4 4.8 0.3,23.4,4.8,0.3,1.5,0.4,0,0,0,"69,088",0.5,0.1,3.9,32.4,3.5,20.3,1.9 13.7 6.9,1.9,13.7,6.9,6.1,0.6,0.5,2.4,7.2,0,"263,411 126,979 136,427","263,411","126,979","136,427","56,612",21.5,"30,427 24.0","30,427",24.0,"26,184",19.2,"27,162","10.3 15,017 11.8 12,145",10.3,"15,017",11.8,"12,145",8.9,"263,411 126,979 136,427","263,411","126,979","136,427","114,051",43.3,"56,434 44.4","56,434",44.4,"57,615",42.2
822,CHEPTAIS,"26,007",9.3,0.6,16.5,30.4,0.2,3.1,28.4 7.2 1.1,28.4,7.2,1.1,2.6,0.5,0,-,0,"26,007",0.9,0.8,41.9,11.9,5.6,2.7,1.1 1.0 4.5,1.1,1.0,4.5,10.3,0.1,0.2,1,17.7,0,"124,273 61,904 62,363","124,273","61,904","62,363","10,373",8.3,"6,441 10.4","6,441",10.4,"3,932",6.3,"3,779","3.0 2,336 3.8 1,443",3.0,"2,336",3.8,"1,443",2.3,"124,273 61,904 62,363","124,273","61,904","62,363","33,782",27.2,"18,500 29.9","18,500",29.9,"15,281",24.5
823,KIMILILI,"35,053",21.4,0.6,9.5,18.6,0.2,1.2,37.5 8.9 0.5,37.5,8.9,0.5,1,0.8,0,0,0,"35,053",1.1,0.2,8.4,51.1,4.9,10.1,0.9 3.8 4.9,0.9,3.8,4.9,7.3,0.2,0.4,3.1,3.6,0,"149,814 72,387 77,424","149,814","72,387","77,424","20,753",13.9,"11,379 15.7","11,379",15.7,"9,373",12.1,"8,582","5.7 4,783 6.6 3,798",5.7,"4,783",6.6,"3,798",4.9,"149,814 72,387 77,424","149,814","72,387","77,424","56,147",37.5,"27,121 37.5","27,121",37.5,"29,025",37.5
824,MT. ELGON,"15,230",13,0.2,14.6,22.4,0.1,1,33.6 13.3 0.7,33.6,13.3,0.7,0.9,0.2,0,-,0,"15,230",0.5,0.2,32.5,24.6,7.4,3.1,0.9 1.2 7.3,0.9,1.2,7.3,12.8,0.2,0.2,0.4,8.6,0,"72,721 35,916 36,802","72,721","35,916","36,802","7,725",10.6,"4,725 13.2","4,725",13.2,"3,000",8.2,"3,231","4.4 1,957 5.4 1,274",4.4,"1,957",5.4,"1,274",3.5,"72,721 35,916 36,802","72,721","35,916","36,802","22,492",30.9,"11,818 32.9","11,818",32.9,"10,674",29.0
825,BUNGOMA WEST,"25,166",11.9,0.3,13.6,23.1,0.3,1.4,38.0 9.0 0.8,38.0,9.0,0.8,0.8,0.7,0,-,0,"25,166",1.8,0.2,11.5,18.8,7.5,16.1,10.0 23.4 0.8,10.0,23.4,0.8,1,0.2,2.2,2.2,4.4,0,"110,636 53,608 57,027","110,636","53,608","57,027","11,471",10.4,"6,769 12.6","6,769",12.6,"4,702",8.2,"5,041","4.6 2,926 5.5 2,115",4.6,"2,926",5.5,"2,115",3.7,"110,636 53,608 57,027","110,636","53,608","57,027","37,875",34.2,"18,841 35.1","18,841",35.1,"19,034",33.4
826,TONGAREN,"21,343",14.4,0.3,9.2,11.1,0.1,0.7,53.0 8.3 0.6,53.0,8.3,0.6,0.9,1.2,0,0,0,"21,343",0.1,0.1,5.9,29.7,4.4,29.8,2.0 22.7 0.7,2.0,22.7,0.7,0.8,0.1,0.8,0.7,2.1,0,"92,891 44,960 47,930","92,891","44,960","47,930","12,671",13.6,"7,112 15.8","7,112",15.8,"5,559",11.6,"5,214","5.6 2,960 6.6 2,254",5.6,"2,960",6.6,"2,254",4.7,"92,891 44,960 47,930","92,891","44,960","47,930","36,289",39.1,"17,123 38.1","17,123",38.1,"19,166",40.0
827,WEBUYE WEST,"32,834",24.2,0.4,9.2,16,0.1,0.2,38.1 9.5 0.5,38.1,9.5,0.5,1.1,0.8,0,-,0,"32,834",0.3,0.1,2.4,58.8,3.9,9.7,1.3 5.0 6.1,1.3,5.0,6.1,6,0.2,0.3,1,4.8,0,"140,446 68,209 72,234","140,446","68,209","72,234","20,026",14.3,"11,059 16.2","11,059",16.2,"8,967",12.4,"9,249","6.6 5,091 7.5 4,158",6.6,"5,091",7.5,"4,158",5.8,"140,446 68,209 72,234","140,446","68,209","72,234","54,406",38.7,"26,541 38.9","26,541",38.9,"27,865",38.6
828,BUSIA,"197,944",26.1,0.3,8.7,18.3,0.1,0.4,37.9 5.9 0.5,37.9,5.9,0.5,1.4,0.3,0,0,0,"197,944",0.8,3.4,11.8,17.2,4.6,15.9,3.4 28.6 1.8,3.4,28.6,1.8,3.3,0.5,0.7,2.1,5.8,0,"820,788 388,748 432,013","820,788","388,748","432,013","110,560",13.5,"63,352 16.3","63,352",16.3,"47,207",10.9,"48,050","5.9 27,819 7.2 20,231",5.9,"27,819",7.2,"20,231",4.7,"820,788 388,748 432,013","820,788","388,748","432,013","315,440",38.4,"152,005 39.1","152,005",39.1,"163,428",37.8
829,BUSIA,"197,944",26.1,0.3,8.7,18.3,0.1,0.4,37.9 5.9 0.5,37.9,5.9,0.5,1.4,0.3,0,0,0,"33,152",0.6,0.7,17.2,19.8,2.1,21.2,1.1 19.4 3.2,1.1,19.4,3.2,4.5,0.8,0.3,2,7,0,"820,788 388,748 432,013","820,788","388,748","432,013","110,560",13.5,"63,352 16.3","63,352",16.3,"47,207",10.9,"48,050","5.9 27,819 7.2 20,231",5.9,"27,819",7.2,"20,231",4.7,"820,788 388,748 432,013","820,788","388,748","432,013","315,440",38.4,"152,005 39.1","152,005",39.1,"163,428",37.8
830,BUNYALA,"19,028",34.1,0.2,9.5,20.6,0,0,27.3 5.0 1.1,27.3,5.0,1.1,1.8,0.3,-,-,0,"19,028",0.3,21.6,10.1,0.3,0.2,4.9,2.0 38.2 1.8,2.0,38.2,1.8,7.5,0.8,2,1.1,9.1,0,"79,588 38,196 41,391","79,588","38,196","41,391","11,179",14.0,"6,972 18.3","6,972",18.3,"4,207",10.2,"4,713","5.9 2,918 7.6 1,795",5.9,"2,918",7.6,"1,795",4.3,"79,588 38,196 41,391","79,588","38,196","41,391","31,819",40.0,"15,534 40.7","15,534",40.7,"16,284",39.3
831,BUTULA,"32,199",17.1,0.4,8,18.9,0.1,0.4,39.5 13.9 0.4,39.5,13.9,0.4,1,0.3,0,-,0,"32,199",1,0.4,13.8,32.3,3.8,14.1,1.0 24.8 1.5,1.0,24.8,1.5,2.2,0.1,0.2,1.5,3.2,0,"129,739 59,856 69,880","129,739","59,856","69,880","13,519",10.4,"7,491 12.5","7,491",12.5,"6,027",8.6,"6,056","4.7 3,465 5.8 2,591",4.7,"3,465",5.8,"2,591",3.7,"129,739 59,856 69,880","129,739","59,856","69,880","47,956",37.0,"21,260 35.5","21,260",35.5,"26,693",38.2
832,NAMBALE,"23,889",17.1,0.2,9.8,16,0.1,0.5,47.1 7.7 0.3,47.1,7.7,0.3,1.1,0.2,0,0,0,"23,889",1.2,0.2,7.6,20.6,4.9,20.9,4.3 28.0 1.5,4.3,28.0,1.5,3.5,0.1,0.2,0.9,5.9,0,"103,180 48,653 54,523","103,180","48,653","54,523","12,317",11.9,"6,882 14.1","6,882",14.1,"5,435",10.0,"5,358","5.2 2,991 6.1 2,367",5.2,"2,991",6.1,"2,367",4.3,"103,180 48,653 54,523","103,180","48,653","54,523","38,074",36.9,"18,040 37.1","18,040",37.1,"20,032",36.7
833,SAMIA,"23,813",21.7,0.3,8.5,21.6,0.2,0.1,43.9 1.9 0.4,43.9,1.9,0.4,0.7,0.4,0,0.2,-,"23,813",2.1,8,10.7,8.1,1.3,4.5,0.7 48.1 0.9,0.7,48.1,0.9,2.7,0.1,2.8,2.2,7.7,-,"99,108 46,819 52,275","99,108","46,819","52,275","12,910",13.0,"7,744 16.5","7,744",16.5,"5,166",9.9,"5,298","5.3 3,140 6.7 2,158",5.3,"3,140",6.7,"2,158",4.1,"99,108 46,819 52,275","99,108","46,819","52,275","39,683",40.0,"19,015 40.6","19,015",40.6,"20,668",39.5
834,TESO NORTH,"29,314",23.6,0.1,9.8,15.8,0.1,0.6,41.7 5.5 0.5,41.7,5.5,0.5,2,0.4,0,0,0,"29,314",0.2,0.4,9.8,13.2,9.9,19.3,9.8 26.1 0.7,9.8,26.1,0.7,0.6,0.8,0.5,5.9,3,0,"126,387 60,543 65,842","126,387","60,543","65,842","17,790",14.1,"10,258 16.9","10,258",16.9,"7,532",11.4,"8,129","6.4 4,748 7.8 3,381",6.4,"4,748",7.8,"3,381",5.1,"126,387 60,543 65,842","126,387","60,543","65,842","46,335",36.7,"23,115 38.2","23,115",38.2,"23,220",35.3
