,County,Total_Population,Male_Population,Female_Population,Total_currently_attending_title,Male_currently_attending_title,Female_currently_attending_title,Total_currently_attending_County_Sub_County,Male_currently_attending_County_Sub_County,Female_currently_attending_County_Sub_County,Total_currently_attending_County_Sub_County_original,Male_currently_attending_County_Sub_County_original,Female_currently_attending_County_Sub_County_original,Total_currently_attending_Total_astrsk,Male_currently_attending_Total_astrsk,Female_currently_attending_Total_astrsk,Total_currently_attending_Pre_Primary,Male_currently_attending_Pre_Primary,Female_currently_attending_Pre_Primary,Total_currently_attending_Primary,Male_currently_attending_Primary,Female_currently_attending_Primary,Total_currently_attending_Secondary,Male_currently_attending_Secondary,Female_currently_attending_Secondary,Total_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Male_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Female_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Total_currently_attending_University,Male_currently_attending_University,Female_currently_attending_University,Total_currently_attending_Adult_Basic_Education,Male_currently_attending_Adult_Basic_Education,Female_currently_attending_Adult_Basic_Education,Total_currently_attending_Madrasa_slash_Duksi,Male_currently_attending_Madrasa_slash_Duksi,Female_currently_attending_Madrasa_slash_Duksi,Total_currently_attending_Dont_Know,Male_currently_attending_Dont_Know,Female_currently_attending_Dont_Know,Total_currently_attending_Not_Stated,Male_currently_attending_Not_Stated,Female_currently_attending_Not_Stated,Total_highest_edu_title,Male_highest_edu_title,Female_highest_edu_title,Total_highest_edu_County_slash_Sub_County,Male_highest_edu_County_slash_Sub_County,Female_highest_edu_County_slash_Sub_County,Total_highest_edu_Total_astrsk,Male_highest_edu_Total_astrsk,Female_highest_edu_Total_astrsk,Total_highest_edu_Pre_Primary,Male_highest_edu_Pre_Primary,Female_highest_edu_Pre_Primary,Total_highest_edu_Primary,Male_highest_edu_Primary,Female_highest_edu_Primary,Total_highest_edu_Secondary,Male_highest_edu_Secondary,Female_highest_edu_Secondary,Total_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Male_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Female_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Total_highest_edu_University,Male_highest_edu_University,Female_highest_edu_University,Total_highest_edu_Adult_Basic_Education,Male_highest_edu_Adult_Basic_Education,Female_highest_edu_Adult_Basic_Education,Total_highest_edu_Madrasa_slash_Duksi,Male_highest_edu_Madrasa_slash_Duksi,Female_highest_edu_Madrasa_slash_Duksi,Total_highest_edu_None,Male_highest_edu_None,Female_highest_edu_None,Total_highest_edu_Dont_Know,Male_highest_edu_Dont_Know,Female_highest_edu_Dont_Know,Total_highest_edu_Not_Stated,Male_highest_edu_Not_Stated,Female_highest_edu_Not_Stated
327,NYANDO,"73,976","37,454","36,521",NYANDO,NYANDO,NYANDO,Total,Male,Female,NYANDO,Male,Female,"73,976","37,454","36,521","14,207","7,322","6,885","42,861","21,670","21,190","13,863","6,830","7,033","1,632",788,844,"1,266",766,500,59,33,26,2,1,1,86,44,42,-,-,-,NYANDO,NYANDO,NYANDO,NYANDO,Male,Female,"135,494","65,799","69,691","8,996","4,338","4,658","73,113","34,334","38,776","28,896","14,215","14,680","6,619","3,332","3,287","2,981","1,908","1,073",58,33,25,-,-,-,"14,487","7,455","7,032",105,90,213,79,70,142
328,NYAKACH,"72,050","36,813","35,237",NYAKACH,NYAKACH,NYAKACH,Total,Male,Female,NYAKACH,Male,Female,"72,050","36,813","35,237","13,556","6,826","6,730","40,825","20,825","20,000","14,569","7,457","7,112","1,526",766,760,"1,357",826,531,49,27,22,1,1,-,167,85,82,-,-,-,NYAKACH,NYAKACH,NYAKACH,NYAKACH,Male,Female,"127,531","61,751","65,779","8,532","4,174","4,358","67,708","31,380","36,327","28,036","13,922","14,114","6,177","3,241","2,936","2,875","1,874","1,001",49,29,20,-,-,-,"13,799","6,929","6,870",118,95,"1,426",84,58,"1,049"
329,HOMA BAY,"539,753","274,952","264,796",HOMA BAY,HOMA BAY,HOMA BAY,Total,Male,Female,HOMA BAY,Male,Female,"539,753","274,952","264,796","119,196","60,626","58,569","300,787","151,200","149,584","98,144","50,766","47,377","11,286","5,763","5,523","9,136","5,971","3,165",430,202,228,7,1,6,767,423,344,-,-,-,HOMA BAY,HOMA BAY,HOMA BAY,HOMA BAY,Male,Female,"936,435","453,351","483,068","50,944","24,480","26,461","514,752","236,358","278,388","185,148","94,148","90,995","41,900","22,303","19,596","19,314","12,924","6,390",405,186,219,1,-,1,"121,496","61,694","59,801",717,709,245,541,508,124
330,HOMA BAY SUBCOUNTY,"54,222","27,015","27,207",HOMA BAY SUBCOUNTY,HOMA BAY SUBCOUNTY,HOMA BAY SUBCOUNTY,Total,Male,Female,HOMA BAY SUBCOUNTY,Male,Female,"54,222","27,015","27,207","11,315","5,772","5,543","28,712","14,090","14,622","10,772","5,333","5,439","1,647",763,884,"1,645",987,658,44,18,26,1,-,1,86,52,34,-,-,-,HOMA BAY SUBCOUNTY,HOMA BAY SUBCOUNTY,HOMA BAY SUBCOUNTY,HOMA BAY,Male,Female,"98,476","47,031","51,444","4,317","2,083","2,234","48,641","21,942","26,699","23,180","11,355","11,825","6,709","3,261","3,447","3,748","2,347","1,401",44,18,26,1,-,1,"11,467","5,835","5,632",123,122,195,67,57,98
331,NDHIWA,"105,309","53,904","51,403",NDHIWA,NDHIWA,NDHIWA,Total,Male,Female,NDHIWA,Male,Female,"105,309","53,904","51,403","26,161","13,218","12,942","60,141","30,413","29,727","16,181","8,596","7,585","1,541",818,723,"1,110",767,343,53,22,31,-,-,-,122,70,52,-,-,-,NDHIWA,NDHIWA,NDHIWA,NDHIWA,Male,Female,"176,801","85,665","91,131","9,523","4,612","4,909","104,345","47,900","56,444","28,581","15,050","13,530","5,374","3,029","2,345","2,133","1,519",614,53,19,34,-,-,-,"26,499","13,384","13,114",98,97,259,54,44,147
332,RACHUONYO NORTH,"84,682","43,300","41,382",RACHUONYO NORTH,RACHUONYO NORTH,RACHUONYO NORTH,Total,Male,Female,RACHUONYO NORTH,Male,Female,"84,682","43,300","41,382","17,633","8,989","8,644","47,176","23,798","23,378","16,313","8,407","7,906","1,974","1,052",922,"1,419",962,457,67,40,27,1,-,1,99,52,47,-,-,-,RACHUONYO NORTH,RACHUONYO NORTH,RACHUONYO NORTH,RACHUONYO NORTH,Male,Female,"150,440","73,047","77,390","8,540","4,077","4,463","82,001","37,693","44,307","31,222","15,878","15,342","7,207","3,963","3,244","3,062","2,108",954,62,37,25,-,-,-,"17,940","9,113","8,827",111,148,174,67,80,129
333,RACHUONYO EAST,"60,292","30,901","29,390",RACHUONYO EAST,RACHUONYO EAST,RACHUONYO EAST,Total,Male,Female,RACHUONYO EAST,Male,Female,"60,292","30,901","29,390","12,160","6,175","5,985","34,418","17,532","16,886","11,443","5,902","5,540","1,157",575,582,957,623,334,63,36,27,1,1,-,93,57,36,-,-,-,RACHUONYO EAST,RACHUONYO EAST,RACHUONYO EAST,RACHUONYO EAST,Male,Female,"102,181","49,324","52,855","4,457","2,218","2,239","57,700","26,733","30,967","20,803","10,161","10,640","4,433","2,347","2,086","2,072","1,390",682,44,26,18,-,-,-,"12,369","6,271","6,098",101,73,146,77,52,86
334,RACHUONYO SOUTH,"63,280","31,952","31,328",RACHUONYO SOUTH,RACHUONYO SOUTH,RACHUONYO SOUTH,Total,Male,Female,RACHUONYO SOUTH,Male,Female,"63,280","31,952","31,328","12,916","6,564","6,352","35,049","17,594","17,455","12,243","6,122","6,121","1,580",749,831,"1,347",861,486,50,18,32,2,-,2,93,44,49,-,-,-,RACHUONYO SOUTH,RACHUONYO SOUTH,RACHUONYO SOUTH,RACHUONYO SOUTH,Male,Female,"110,893","52,889","58,004","6,609","3,152","3,457","57,805","26,453","31,352","24,186","11,650","12,536","5,810","2,870","2,940","3,076","1,952","1,124",49,19,30,-,-,-,"13,126","6,659","6,467",84,62,150,50,36,192
335,RANGWE,"57,746","29,547","28,197",RANGWE,RANGWE,RANGWE,Total,Male,Female,RANGWE,Male,Female,"57,746","29,547","28,197","12,796","6,664","6,132","32,618","16,400","16,216","10,246","5,257","4,989","1,108",588,520,838,571,267,36,17,19,2,-,2,102,50,52,-,-,-,RANGWE,RANGWE,RANGWE,RANGWE,Male,Female,"95,975","46,029","49,944","6,680","3,221","3,458","53,169","24,181","28,987","17,023","8,396","8,627","3,947","2,085","1,862","1,688","1,159",529,43,18,25,-,-,-,"13,083","6,806","6,277",74,76,146,89,103,109
336,SUBA NORTH,"56,957","28,966","27,991",SUBA NORTH,SUBA NORTH,SUBA NORTH,Total,Male,Female,SUBA NORTH,Male,Female,"56,957","28,966","27,991","12,846","6,457","6,389","31,028","15,559","15,469","10,607","5,530","5,077","1,327",684,643,"1,026",671,355,46,19,27,-,-,-,77,46,31,-,-,-,SUBA NORTH,SUBA NORTH,SUBA NORTH,SUBA NORTH,Male,Female,"103,926","51,090","52,835","5,561","2,632","2,929","55,663","25,684","29,978","21,887","11,697","10,190","5,124","2,793","2,331","2,195","1,502",693,41,17,24,-,-,-,"13,200","6,627","6,573",75,71,111,63,46,164
337,SUBA SOUTH,"57,265","29,367","27,898",SUBA SOUTH,SUBA SOUTH,SUBA SOUTH,Total,Male,Female,SUBA SOUTH,Male,Female,"57,265","29,367","27,898","13,369","6,787","6,582","31,645","15,814","15,831","10,339","5,619","4,720",952,534,418,794,529,265,71,32,39,-,-,-,95,52,43,-,-,-,SUBA SOUTH,SUBA SOUTH,SUBA SOUTH,SUBA SOUTH,Male,Female,"97,743","48,276","49,465","5,257","2,485","2,772","55,428","25,772","29,654","18,266","9,961","8,305","3,296","1,955","1,341","1,340",947,393,69,32,37,-,-,-,"13,812","6,999","6,813",51,60,"1,384",74,90,"1,053"
338,MIGORI,"522,757","265,417","257,326",MIGORI,MIGORI,MIGORI,Total,Male,Female,MIGORI,Male,Female,"522,757","265,417","257,326","115,908","58,670","57,234","301,799","151,180","150,612","85,903","44,734","41,168","9,432","4,723","4,708","8,476","5,422","3,054",503,262,240,24,9,15,711,416,295,1,1,-,MIGORI,MIGORI,MIGORI,MIGORI,Male,Female,"891,943","435,319","456,604","58,435","28,525","29,909","497,955","231,286","266,658","162,968","84,718","78,248","34,705","18,413","16,291","17,285","11,405","5,880",507,263,243,2,2,-,"117,649","59,414","58,231",740,644,152,553,500,95
339,AWENDO,"56,849","29,012","27,836",AWENDO,AWENDO,AWENDO,Total,Male,Female,AWENDO,Male,Female,"56,849","29,012","27,836","12,262","6,272","5,990","32,110","16,144","15,965","10,164","5,251","4,913","1,200",631,569,"1,012",655,357,39,20,19,1,-,1,61,39,22,-,-,-,AWENDO,AWENDO,AWENDO,AWENDO,Male,Female,"99,605","48,515","51,088","6,043","2,930","3,112","54,696","25,158","29,537","19,660","10,124","9,536","4,385","2,410","1,975","2,145","1,425",720,38,20,18,-,-,-,"12,391","6,320","6,071",83,69,80,45,50,92
340,KURIA EAST,"44,090","22,712","21,375",KURIA EAST,KURIA EAST,KURIA EAST,Total,Male,Female,KURIA EAST,Male,Female,"44,090","22,712","21,375","8,581","4,423","4,157","27,840","14,065","13,774","6,590","3,574","3,015",540,285,255,433,306,127,46,23,23,-,-,-,60,36,24,-,-,-,KURIA EAST,KURIA EAST,KURIA EAST,KURIA EAST,Male,Female,"68,210","34,174","34,033","4,716","2,379","2,337","41,028","19,559","21,468","10,658","5,884","4,773","1,896","1,062",834,951,677,274,44,23,21,1,1,-,"8,744","4,500","4,243",41,39,241,48,44,135
341,KURIA WEST,"94,801","47,912","46,886",KURIA WEST,KURIA WEST,KURIA WEST,Total,Male,Female,KURIA WEST,Male,Female,"94,801","47,912","46,886","19,547","9,844","9,702","57,915","28,892","29,022","14,459","7,643","6,816","1,380",653,727,"1,203",725,478,177,95,81,18,7,11,102,53,49,-,-,-,KURIA WEST,KURIA WEST,KURIA WEST,KURIA WEST,Male,Female,"156,851","77,778","79,070","12,391","6,124","6,267","87,708","41,769","45,938","27,834","14,901","12,933","5,646","2,903","2,743","2,698","1,765",933,179,95,83,-,-,-,"20,019","10,039","9,979",117,124,248,65,70,210
342,NYATIKE,"81,986","41,715","40,267",NYATIKE,NYATIKE,NYATIKE,Total,Male,Female,NYATIKE,Male,Female,"81,986","41,715","40,267","20,496","10,354","10,142","45,920","22,955","22,962","12,989","6,838","6,151","1,247",647,599,"1,154",821,333,41,21,20,2,2,-,137,77,60,-,-,-,NYATIKE,NYATIKE,NYATIKE,NYATIKE,Male,Female,"141,989","68,816","73,167","8,132","3,908","4,224","83,054","37,907","45,142","23,504","12,566","10,938","4,230","2,385","1,844","1,811","1,314",497,44,25,19,-,-,-,"20,756","10,464","10,292",137,111,217,110,100,122
343,RONGO,"60,225","30,467","29,757",RONGO,RONGO,RONGO,Total,Male,Female,RONGO,Male,Female,"60,225","30,467","29,757","12,389","6,295","6,094","32,837","16,401","16,435","11,274","5,715","5,559","1,638",797,841,"1,943","1,183",760,45,20,25,-,-,-,99,56,43,-,-,-,RONGO,RONGO,RONGO,RONGO,Male,Female,"104,064","50,212","53,851","6,777","3,300","3,477","53,132","24,427","28,704","22,074","10,912","11,162","5,606","2,815","2,791","3,523","2,202","1,321",54,20,34,-,-,-,"12,559","6,359","6,200",110,107,133,67,55,129
344,SUNA EAST,"57,149","28,762","28,385",SUNA EAST,SUNA EAST,SUNA EAST,Total,Male,Female,SUNA EAST,Male,Female,"57,149","28,762","28,385","12,534","6,340","6,192","32,377","16,122","16,255","9,861","4,978","4,883","1,226",615,611,"1,020",636,384,38,18,20,2,-,2,90,52,38,1,1,-,SUNA EAST,SUNA EAST,SUNA EAST,SUNA EAST,Male,Female,"102,060","49,404","52,653","5,415","2,629","2,786","55,779","25,768","30,011","20,405","10,277","10,127","4,994","2,578","2,416","2,456","1,560",896,38,20,18,-,-,-,"12,711","6,420","6,289",83,50,153,69,60,114
345,SUNA WEST,"58,786","29,543","29,243",SUNA WEST,SUNA WEST,SUNA WEST,Total,Male,Female,SUNA WEST,Male,Female,"58,786","29,543","29,243","14,183","7,118","7,065","32,714","16,275","16,439","9,424","4,824","4,600","1,325",616,709,987,616,371,58,35,23,1,-,1,94,59,35,-,-,-,SUNA WEST,SUNA WEST,SUNA WEST,SUNA WEST,Male,Female,"100,908","48,762","52,145","7,199","3,481","3,718","53,845","24,785","29,059","18,882","9,616","9,266","4,134","2,093","2,041","2,117","1,390",727,56,32,24,1,1,-,"14,407","7,217","7,190",83,70,160,64,50,156
346,URIRI,"68,871","35,294","33,577",URIRI,URIRI,URIRI,Total,Male,Female,URIRI,Male,Female,"68,871","35,294","33,577","15,916","8,024","7,892","40,086","20,326","19,760","11,142","5,911","5,231",876,479,397,724,480,244,59,30,29,-,-,-,68,44,24,-,-,-,URIRI,URIRI,URIRI,URIRI,Male,Female,"118,256","57,658","60,597","7,762","3,774","3,988","68,713","31,913","36,799","19,951","10,438","9,513","3,814","2,167","1,647","1,584","1,072",512,54,28,26,-,-,-,"16,062","8,095","7,967",86,74,"1,502",85,71,870
347,KISII,"557,477","282,802","274,662",KISII,KISII,KISII,Total,Male,Female,KISII,Male,Female,"557,477","282,802","274,662","104,389","53,060","51,329","308,995","156,435","152,552","119,074","59,803","59,268","11,720","5,578","6,141","11,965","7,222","4,742",627,314,313,15,9,6,692,381,311,-,-,-,KISII,KISII,KISII,KISII,Male,Female,"1,056,594","514,242","542,327","66,917","32,984","33,931","503,356","240,848","262,496","289,486","137,417","152,059","56,356","28,022","28,333","29,854","18,840","11,014",618,307,311,9,4,5,"107,626","54,543","53,083",837,665,71,440,430,31
348,ETAGO,"39,960","20,355","19,604",ETAGO,ETAGO,ETAGO,Total,Male,Female,ETAGO,Male,Female,"39,960","20,355","19,604","8,225","4,139","4,086","22,843","11,539","11,304","7,810","4,046","3,764",485,254,231,495,324,170,50,22,28,1,-,1,51,31,20,-,-,-,ETAGO,ETAGO,ETAGO,ETAGO,Male,Female,"68,186","33,403","34,781","5,286","2,588","2,698","35,378","16,736","18,641","15,890","7,951","7,938","2,022","1,115",907,"1,000",698,302,52,24,28,2,1,1,"8,454","4,237","4,217",34,37,91,19,12,70
349,GUCHA,"37,772","19,109","18,663",GUCHA,GUCHA,GUCHA,Total,Male,Female,GUCHA,Male,Female,"37,772","19,109","18,663","7,061","3,620","3,441","21,263","10,731","10,532","7,866","3,923","3,943",675,293,382,822,494,328,19,11,8,1,1,-,65,36,29,-,-,-,GUCHA,GUCHA,GUCHA,GUCHA,Male,Female,"69,387","33,352","36,035","3,890","1,886","2,004","34,585","16,415","18,170","18,112","8,383","9,729","3,505","1,687","1,818","1,927","1,222",705,18,12,6,-,-,-,"7,189","3,666","3,523",45,46,89,36,34,87
350,GUCHA SOUTH,"38,156","19,473","18,682",GUCHA SOUTH,GUCHA SOUTH,GUCHA SOUTH,Total,Male,Female,GUCHA SOUTH,Male,Female,"38,156","19,473","18,682","7,406","3,775","3,631","21,563","10,952","10,610","7,608","3,920","3,688",737,317,420,746,460,286,43,20,23,-,-,-,53,29,24,-,-,-,GUCHA SOUTH,GUCHA SOUTH,GUCHA SOUTH,GUCHA SOUTH,Male,Female,"68,510","33,518","34,989","5,121","2,499","2,621","34,469","16,558","17,910","16,118","7,784","8,333","3,333","1,643","1,690","1,541",994,547,43,20,23,-,-,-,"7,709","3,926","3,783",49,40,125,45,42,91
351,KENYENYA,"59,619","30,262","29,356",KENYENYA,KENYENYA,KENYENYA,Total,Male,Female,KENYENYA,Male,Female,"59,619","30,262","29,356","11,420","5,808","5,612","33,272","16,729","16,542","12,992","6,695","6,297",808,365,443,952,576,376,124,61,63,2,1,1,49,27,22,-,-,-,KENYENYA,KENYENYA,KENYENYA,KENYENYA,Male,Female,"109,605","53,315","56,289","7,599","3,697","3,902","52,756","25,081","27,674","30,630","14,690","15,940","4,304","2,201","2,103","2,229","1,520",709,127,60,67,-,-,-,"11,744","5,954","5,790",67,58,223,45,46,71
352,KISII CENTRAL,"68,085","34,485","33,599",KISII CENTRAL,KISII CENTRAL,KISII CENTRAL,Total,Male,Female,KISII CENTRAL,Male,Female,"68,085","34,485","33,599","11,882","6,067","5,815","35,362","17,917","17,445","15,136","7,419","7,717","2,765","1,331","1,433","2,822","1,683","1,139",40,20,20,-,-,-,78,48,30,-,-,-,KISII CENTRAL,KISII CENTRAL,KISII CENTRAL,KISII CENTRAL,Male,Female,"141,052","69,181","71,869","7,110","3,512","3,598","58,386","28,286","30,099","43,930","20,926","23,004","12,024","5,765","6,258","7,109","4,315","2,794",40,21,19,-,-,-,"12,159","6,195","5,964",119,104,126,42,29,99
353,KISII SOUTH,"59,783","30,077","29,702",KISII SOUTH,KISII SOUTH,KISII SOUTH,Total,Male,Female,KISII SOUTH,Male,Female,"59,783","30,077","29,702","11,234","5,693","5,541","34,235","17,196","17,035","11,998","6,012","5,986","1,194",542,652,953,542,411,105,59,46,-,-,-,64,33,31,-,-,-,KISII SOUTH,KISII SOUTH,KISII SOUTH,KISII SOUTH,Male,Female,"110,437","53,984","56,448","7,868","3,892","3,976","57,573","27,842","29,727","24,616","11,910","12,705","5,347","2,503","2,844","2,963","1,736","1,227",103,57,46,-,-,-,"11,742","5,920","5,822",76,50,258,48,51,146
354,KITUTU CENTRAL,"64,027","32,137","31,889",KITUTU CENTRAL,KITUTU CENTRAL,KITUTU CENTRAL,Total,Male,Female,KITUTU CENTRAL,Male,Female,"64,027","32,137","31,889","12,259","6,261","5,998","34,572","17,396","17,176","13,012","6,296","6,715","2,011",943,"1,068","2,024","1,159",865,46,25,21,2,1,1,101,56,45,-,-,-,KITUTU CENTRAL,KITUTU CENTRAL,KITUTU CENTRAL,KITUTU CENTRAL,Male,Female,"131,437","64,408","67,024","8,114","4,090","4,024","58,247","28,327","29,919","35,314","16,768","18,542","10,497","4,875","5,622","6,249","3,687","2,562",44,23,21,6,2,4,"12,562","6,409","6,153",152,106,81,75,71,69
355,MARANI,"47,285","24,220","23,064",MARANI,MARANI,MARANI,Total,Male,Female,MARANI,Male,Female,"47,285","24,220","23,064","8,460","4,258","4,202","27,394","14,072","13,321","10,078","5,109","4,969",660,343,317,628,404,224,25,15,10,-,-,-,40,19,21,-,-,-,MARANI,MARANI,MARANI,MARANI,Male,Female,"88,583","42,683","45,899","5,223","2,607","2,616","47,942","22,647","25,294","22,193","10,397","11,796","3,160","1,721","1,439","1,271",880,391,21,12,9,-,-,-,"8,623","4,335","4,288",47,34,141,37,32,82
356,MASABA SOUTH,"54,102","27,657","26,444",MASABA SOUTH,MASABA SOUTH,MASABA SOUTH,Total,Male,Female,MASABA SOUTH,Male,Female,"54,102","27,657","26,444","9,795","4,953","4,842","29,437","15,091","14,346","12,701","6,412","6,288","1,003",502,501,"1,009",624,385,69,33,36,3,1,2,85,41,44,-,-,-,MASABA SOUTH,MASABA SOUTH,MASABA SOUTH,MASABA SOUTH,Male,Female,"104,534","50,501","54,030","5,876","2,952","2,924","46,658","22,153","24,503","34,295","15,926","18,368","5,027","2,671","2,356","2,273","1,536",737,68,33,35,-,-,-,"10,114","5,109","5,005",79,62,245,42,40,80
357,NYAMACHE,"58,975","30,113","28,862",NYAMACHE,NYAMACHE,NYAMACHE,Total,Male,Female,NYAMACHE,Male,Female,"58,975","30,113","28,862","11,306","5,756","5,550","32,124","16,372","15,752","13,433","6,799","6,634",888,432,456,"1,060",668,392,79,36,43,6,5,1,79,45,34,-,-,-,NYAMACHE,NYAMACHE,NYAMACHE,NYAMACHE,Male,Female,"108,990","52,911","56,078","7,284","3,548","3,736","50,075","23,917","26,158","32,762","15,307","17,454","4,525","2,464","2,061","2,136","1,490",646,79,35,44,1,1,-,"11,803","5,977","5,826",140,105,52,32,48,44
358,SAMETA,"29,713","14,914","14,797",SAMETA,SAMETA,SAMETA,Total,Male,Female,SAMETA,Male,Female,"29,713","14,914","14,797","5,341","2,730","2,611","16,930","8,440","8,489","6,440","3,172","3,267",494,256,238,454,288,166,27,12,15,-,-,-,27,16,11,-,-,-,SAMETA,SAMETA,SAMETA,SAMETA,Male,Female,"55,873","26,986","28,885","3,546","1,713","1,832","27,287","12,886","14,401","15,626","7,375","8,250","2,612","1,377","1,235","1,156",762,394,23,10,13,-,-,-,"5,527","2,815","2,712",29,23,892,19,25,623
359,NYAMIRA,"260,426","132,577","127,840",NYAMIRA,NYAMIRA,NYAMIRA,Total,Male,Female,NYAMIRA,Male,Female,"260,426","132,577","127,840","45,908","23,539","22,367","144,682","73,848","70,829","58,615","29,171","29,443","5,335","2,537","2,797","5,117","3,096","2,021",345,155,190,10,7,3,414,224,190,-,-,-,NYAMIRA,NYAMIRA,NYAMIRA,NYAMIRA,Male,Female,"501,830","245,254","256,564","24,420","12,209","12,209","237,025","114,918","122,103","151,352","70,874","80,475","27,139","13,861","13,277","12,775","8,234","4,541",317,140,177,1,1,-,"47,286","24,200","23,084",512,380,91,305,318,76
360,BORABU,"30,834","15,988","14,846",BORABU,BORABU,BORABU,Total,Male,Female,BORABU,Male,Female,"30,834","15,988","14,846","5,153","2,693","2,460","16,856","8,737","8,119","7,195","3,670","3,525",745,368,377,823,493,330,21,6,15,-,-,-,41,21,20,-,-,-,BORABU,BORABU,BORABU,BORABU,Male,Female,"61,736","31,315","30,421","2,502","1,312","1,190","26,340","13,160","13,180","20,381","10,081","10,300","4,654","2,387","2,267","2,410","1,526",884,15,5,10,1,1,-,"5,266","2,746","2,520",54,37,146,43,33,120
361,MANGA,"40,147","20,317","19,828",MANGA,MANGA,MANGA,Total,Male,Female,MANGA,Male,Female,"40,147","20,317","19,828","6,907","3,512","3,394","22,038","11,177","10,860","9,382","4,669","4,713",920,435,485,777,458,319,62,28,34,1,1,-,60,37,23,-,-,-,MANGA,MANGA,MANGA,MANGA,Male,Female,"77,226","37,534","39,690","4,749","2,312","2,437","34,421","16,683","17,737","24,150","11,246","12,904","4,456","2,246","2,210","1,874","1,215",659,58,25,33,-,-,-,"7,252","3,673","3,578",76,70,96,58,62,63
362,MASABA NORTH,"47,656","24,105","23,550",MASABA NORTH,MASABA NORTH,MASABA NORTH,Total,Male,Female,MASABA NORTH,Male,Female,"47,656","24,105","23,550","8,095","4,068","4,026","26,640","13,532","13,108","10,953","5,476","5,477",890,406,484,933,556,377,89,39,50,2,1,1,54,27,27,-,-,-,MASABA NORTH,MASABA NORTH,MASABA NORTH,MASABA NORTH,Male,Female,"92,363","44,538","47,823","4,393","2,154","2,239","41,873","20,166","21,707","30,177","13,885","16,291","4,939","2,483","2,456","2,378","1,538",840,87,36,51,-,-,-,"8,357","4,195","4,161",47,49,298,34,29,240
363,NYAMIRA NORTH,"73,889","37,652","36,233",NYAMIRA NORTH,NYAMIRA NORTH,NYAMIRA NORTH,Total,Male,Female,NYAMIRA NORTH,Male,Female,"73,889","37,652","36,233","13,427","6,920","6,507","41,591","21,314","20,275","16,023","7,870","8,152","1,365",667,697,"1,235",752,483,127,58,69,2,2,-,119,69,50,-,-,-,NYAMIRA NORTH,NYAMIRA NORTH,NYAMIRA NORTH,NYAMIRA NORTH,Male,Female,"137,819","67,363","70,451","6,739","3,382","3,356","70,523","34,216","36,305","37,229","17,262","19,966","6,206","3,276","2,929","2,622","1,746",876,121,55,66,-,-,-,"13,841","7,133","6,708",183,115,261,110,130,124
364,NYAMIRA SOUTH,"67,900","34,515","33,383",NYAMIRA SOUTH,NYAMIRA SOUTH,NYAMIRA SOUTH,Total,Male,Female,NYAMIRA SOUTH,Male,Female,"67,900","34,515","33,383","12,326","6,346","5,980","37,557","19,088","18,467","15,062","7,486","7,576","1,415",661,754,"1,349",837,512,46,24,22,5,3,2,140,70,70,-,-,-,NYAMIRA SOUTH,NYAMIRA SOUTH,NYAMIRA SOUTH,NYAMIRA SOUTH,Male,Female,"132,686","64,504","68,179","6,037","3,049","2,987","63,868","30,693","33,174","39,415","18,400","21,014","6,884","3,469","3,415","3,491","2,209","1,282",36,19,17,-,-,-,"12,570","6,453","6,117",152,109,"14,414",60,64,"8,074"
365,NAIROBI CITY,"1,358,304","671,188","687,064",NAIROBI CITY,NAIROBI CITY,NAIROBI CITY,Total,Male,Female,NAIROBI CITY,Male,Female,"1,358,304","671,188","687,064","263,792","132,823","130,960","644,279","317,016","327,240","263,299","125,968","137,325","79,022","37,429","41,590","98,948","53,457","45,481","1,053",449,604,"3,844","1,859","1,985","4,066","2,186","1,879",1,1,-,NAIROBI CITY,NAIROBI CITY,NAIROBI CITY,NAIROBI CITY,Male,Female,"3,787,354","1,884,245","1,902,938","114,688","56,537","58,142","1,259,466","597,904","661,505","1,284,981","655,589","629,329","499,951","239,380","260,559","334,485","186,181","148,288",733,332,401,186,97,89,"270,376","135,944","134,423","7,865","6,547","1,083","4,416","3,655",666
366,DAGORETTI,"133,970","65,978","67,984",DAGORETTI,DAGORETTI,DAGORETTI,Total,Male,Female,DAGORETTI,Male,Female,"133,970","65,978","67,984","27,662","13,875","13,785","65,884","32,399","33,482","26,628","12,643","13,985","7,493","3,575","3,917","5,824","3,225","2,597",95,46,49,4,3,1,380,212,168,-,-,-,DAGORETTI,DAGORETTI,DAGORETTI,DAGORETTI,Male,Female,"380,451","190,921","189,505","11,642","5,739","5,903","139,492","66,946","72,538","132,202","68,689","63,504","46,894","22,838","24,053","20,327","11,565","8,759",76,38,38,3,3,-,"28,066","14,074","13,990",656,427,"2,725",373,293,"1,902"
